qual,dp
40.8,108
40.6,37
40.8,14
40.7,4
40.3,33
40.3,27
40.5,24
40.7,9
40.3,8
40.9,17
40.9,99
40.1,6
40.3,18
40.8,8
40.7,11
40.6,11
40.4,9
40.7,9
40.4,20
40.8,16
40,11
40.9,3
40.5,12
40.9,13
40.5,7
40.6,6
40,9
40.3,14
40.7,6
40.4,9
40.8,24
40.8,40
40.6,25
40.3,4
40.9,7
40,6
40.4,9
40,7
40.8,85
40.8,10
40.3,21
40.2,9
40.6,10
40.1,43
40.9,14
40,10
40.1,165
40.6,7
40.4,28
40.7,83
40,5
40.2,4
40.4,7
40.4,14
40.5,20
40.2,9
40.8,2
40.5,28
40.1,60
40.2,9
40.4,8
40,13
40,8
40.4,15
40.3,29
40.5,7
40.3,10
40.3,4
40.8,13
40.3,3
40.4,10
40.3,19
40.6,96
40.6,69
40.9,37
40.6,55
40.7,7
40.2,9
40.3,17
40.6,5
40.7,14
40.8,9
40.8,13
40.4,10
40.9,13
40.5,29
40.5,4
40.6,25
40.9,12
40,25
40.7,52
40.2,9
40.2,27
40.3,16
40.9,10
40.5,27
40.7,8
40.8,5
40.1,265
40,3
40.1,7
40.9,153
40.5,9
40.6,10
40.8,5
40.3,3
40.7,5
40.2,24
40.1,10
40.2,60
40.7,5
40.9,12
40.2,23
40.4,14
40.7,6
40.1,11
40.6,11
40.8,9
40.4,56
40.4,122
40.8,10
40.4,30
40.5,5
40.9,74
40.5,107
40.4,53
40.3,18
40.5,22
40.3,9
40.7,13
40.8,21
40.7,44
40.1,45
40.5,16
40,4
40.1,8
40.4,7
40.5,13
40.1,6
40.4,7
40.1,9
40.9,6
40.4,6
40.3,8
40.8,13
40.1,10
40.6,15
40.9,17
40,10
40,4
40.7,30
40.1,8
40,49
40,147
40.1,5
40.2,44
40.9,37
40.5,4
40.8,8
40.7,4
40.2,7
40.9,16
40.9,66
40,6
40.6,32
40.8,34
40.6,47
40.7,20
40.6,10
40.1,66
40.8,18
40.1,6
40.3,24
40.8,8
40.1,7
40.2,14
40.7,5
40.4,10
40.7,7
40.4,9
40.7,7
40.7,15
40.1,32
40.3,4
40.9,8
40.7,29
40.5,10
40.9,56
40.5,23
40.4,269
40.4,8
40.8,6
40.7,31
40.9,29
40.6,30
40.7,6
40.9,9
40.7,6
40.6,7
40.7,10
40.8,120
40.1,11
40.6,60
40,8
40.4,4
40.7,4
40.1,22
40.1,6
40.4,33
40.9,78
40,7
40.5,36
40.6,8
40.2,9
40.3,10
40.5,53
40,46
40.2,75
40.2,63
40.6,26
40.5,7
40.1,40
40.9,14
40.7,12
40.5,226
40.8,11
40.6,68
40.9,13
40.5,7
40.8,78
40,3
40.4,4
40.1,128
40.6,23
40.1,12
40.4,25
40.2,31
40.2,4
40.3,6
40.8,14
40.6,16
40.7,6
40.4,6
40.4,13
40.4,16
40.3,37
40.6,33
40.6,14
40.4,18
40.9,14
40.9,26
40.7,15
40,4
40.8,8
40,104
40.4,6
40.3,8
40.2,53
40,3
40.1,41
40.4,24
40.5,5
40.8,6
40,2
40.1,10
40.1,12
40.4,30
40.8,12
40.3,12
40.1,20
40.3,4
40.7,6
40.2,8
40.6,19
40.4,22
40,41
40,7
40.2,4
40.4,17
40,33
40.1,10
40,7
40.3,26
40.5,13
40.7,4
40.6,23
40.5,10
40.5,4
40.3,16
40.5,19
40.2,57
40.3,38
40.8,13
40.8,21
40.4,5
40.4,10
40.2,6
40.7,28
40.8,52
40.8,34
40.8,45
40.8,10
40.8,109
40.4,14
40.7,10
40.7,12
40.4,12
40.5,5
40.1,75
40.4,100
40.2,102
40.7,9
40,63
40.1,6
40.5,11
40.7,202
40.1,16
40.9,7
40.2,11
40,6
40.3,3
40.5,7
40.8,3
40.6,10
40.1,20
40.8,18
40.3,6
40.1,7
40.3,124
40.1,29
40.6,14
40.8,26
40.5,11
40,22
40.3,314
40.5,17
40.5,35
40.4,25
40.7,5
40.8,39
40.7,58
40.4,16
40.2,10
40.4,8
40.2,9
40.2,14
40.3,37
40.8,21
40.9,23
40.5,38
40.8,12
40.8,17
40.3,32
40,48
40.7,16
40.3,30
40,8
40.3,8
40.8,9
40.2,67
40.2,15
40.9,20
40.5,119
40.4,16
40.3,4
40.9,94
40.6,14
40.5,20
40.9,8
40.7,14
40.8,12
40.8,66
40.6,12
40.4,39
40.8,33
40,2
40.2,5
40.1,13
40,16
40,3
40,12
40.3,7
40,6
40,15
40.7,70
40.1,13
40.4,33
40.9,10
40.3,80
40.5,7
40,46
40.5,38
40.5,19
40.8,67
40.8,6
40.4,8
40.1,38
40.8,10
40.7,9
40.2,4
40.4,448
40.2,266
40.3,10
40.3,4
40.3,6
40.5,56
40,3
40.7,200
40,6
40.3,10
40.8,4
40.8,20
40.5,9
40.5,8
40.8,15
40.8,2
40.7,17
40.8,19
40.1,42
40.2,29
40.7,10
40.3,232
40.1,36
40.7,66
40,21
40.4,11
40.8,11
40.6,13
40.2,20
40.9,7
40.6,9
40.5,34
40.6,35
40.8,9
40.9,14
40.6,27
40.6,11
40,10
40.5,7
40.8,8
40.7,69
40.9,24
40.6,47
40.4,32
40.3,4
40.7,16
40.6,10
40.6,11
40.1,8
40,12
40.1,31
40,11
40.6,10
40.6,21
40.6,68
40,7
40,9
40.7,31
40,9
40.7,5
40.3,10
40.6,9
40.3,20
40.4,26
40.1,10
40.3,5
40.4,14
40,23
40.4,89
40.9,50
40.3,4
40.8,6
40,15
40.9,48
40.6,42
40.5,7
40,94
40.7,67
40,6
40.7,10
40.6,10
40.1,8
40.2,11
40.8,12
40.9,6
40.3,4
40.1,24
40.1,9
40.5,4
40,14
40,2
40.7,61
40.4,7
40.8,6
40.9,14
40.2,16
40.7,7
40.4,12
40,135
40.4,380
40.7,8
40.3,3
40.7,15
40.4,12
40.8,21
40,15
40.8,20
40.9,12
40.5,32
40.8,56
40.2,113
40.4,23
40.2,124
40.3,14
40.3,21
40.5,24
40.3,7
40.9,7
40.7,11
40.9,10
40.4,14
40.7,6
40,19
40.3,6
40.7,5
40.7,15
40,16
40,18
40.9,13
40.8,14
40,17
40.1,10
40,14
40,12
40.7,27
40.2,44
40,35
40.3,3
40.7,71
40.1,20
40.7,5
40.3,8
40,2
40.6,17
40.3,8
40.2,13
40.6,19
40.1,19
40.1,7
40.5,7
40.1,8
40,14
40.8,8
40.6,15
40,6
40.9,47
40.8,7
40.3,33
40.1,19
40.7,44
40.3,22
40.5,4
40.2,7
40.1,20
40.8,18
40.9,217
40.1,24
40.1,7
40.6,54
40.5,7
40.9,47
40.1,43
40,142
40.9,90
40.9,13
40,15
40.1,11
40.9,20
40.3,3
40,100
40.2,37
40.5,9
40,34
40.9,57
40.8,11
40,8
40.9,10
40.9,10
40.2,27
40.7,8
40.5,121
40,9
40.5,23
40.7,9
40.3,31
40.6,13
40.6,19
40.6,65
40.1,8
40.2,10
40.5,35
40,3
40.4,112
40.9,256
40.3,19
40.7,94
40,27
40,3
40.3,9
40.3,7
40.3,5
40.1,11
40,13
40,6
40.4,4
40.7,8
40,4
40.4,15
40.2,6
40.1,19
40.4,41
40,8
40.8,160
40.1,71
40.4,17
40.1,12
40.8,13
40.5,28
40.7,5
40.7,5
40.9,10
40.6,30
40.2,12
40.7,7
40.8,113
40.7,12
40,12
40.8,6
40,90
40.2,13
40.4,17
40.7,9
40.1,14
40.4,130
40.4,10
40.8,20
40.2,135
40.3,152
40.2,40
40.1,6
40,63
40.3,4
40,8
40.5,9
40.7,11
40.7,10
40.1,13
40.8,8
40.8,15
40.5,13
40.3,13
40.7,8
40.7,12
40.7,7
40.2,63
40.4,6
40.2,13
40.5,11
40,30
40.9,26
40,46
40.3,7
40.3,8
40.6,23
40.2,24
40.1,12
40.7,30
40.5,212
40.3,3
40.9,8
40.3,9
40.9,19
40.7,5
40.2,7
40.1,13
40,189
40.8,23
40.7,8
40.2,14
40.1,81
40.8,3
40.8,14
40.8,15
40.8,10
40.3,29
40.1,7
40.5,5
40.8,9
40.5,19
40.1,11
40.3,8
40.2,19
40.3,3
40.6,10
40.9,25
40.3,12
40.1,10
40.5,7
40.8,48
40.2,187
40.3,8
40.1,430
40.7,10
40.1,5
40,22
40.9,7
40.5,19
40.8,37
40.6,10
40.8,5
40.1,25
40.1,8
40.2,9
40.2,14
40.9,10
40.9,14
40.1,13
40.8,21
40.2,7
40.9,32
40.5,80
40.7,31
40.8,9
40.7,36
40.3,4
40.5,11
40.3,15
40.1,8
40.8,4
40.6,19
40.4,72
40.2,9
40.4,58
40.1,16
40.1,12
40.2,31
40.2,40
40.3,9
40.7,41
40.1,73
40.3,4
40.8,13
40.5,7
40.3,7
40.2,19
40.6,9
40.4,17
40.9,8
40.7,12
40.6,19
40.1,7
40.3,14
40,4
40.2,9
40.2,4
40.4,8
40.8,20
40.9,12
40.7,7
40.7,9
40.1,10
40.3,4
40.6,12
40.4,94
40.4,27
40.4,62
40.5,19
40.8,35
40.3,20
40.1,16
40.1,11
40.9,16
40.1,12
40.5,12
40,30
40.1,8
40.8,9
40.9,50
40.3,12
40.3,22
40.4,6
40.8,6
40.5,5
40.9,32
40,176
40,10
40.1,19
40.3,7
40.8,32
40.6,16
40.4,35
40.3,18
40.9,20
40.6,110
40.1,27
40.2,4
40.5,20
40.3,8
40.9,42
40.6,7
40.7,5
40.3,5
40.6,12
40.1,8
40,7
40.3,6
40.3,20
40.6,57
40,16
40.8,46
40.4,9
40.3,90
40.3,44
40.7,18
40.8,34
40.6,16
40.1,22
40.8,20
40.2,15
40.2,4
40,13
40.5,7
40.4,35
40.5,39
40,8
40.3,11
40.2,15
40.7,6
40.3,7
40.1,6
40,8
40.7,135
40.1,17
40,5
40.1,12
40,8
40.3,25
40.9,9
40.3,11
40.9,10
40.7,112
40.4,14
40.2,3
40,72
40.4,7
40.5,11
40.9,9
40.1,132
40.8,14
40.7,7
40.5,27
40.9,18
40.2,214
40.5,7
40.7,12
40.5,12
40.5,36
40.7,10
40.8,9
40.8,9
40.9,41
40.4,11
40.3,3
40.4,165
40.1,7
40.3,92
40.1,13
40.9,13
40.8,41
40.2,25
40.4,9
40.4,16
40.4,31
40,2
40,18
40.9,70
40.3,29
40.4,223
40.9,69
40,11
40.3,42
40.8,132
40.5,7
40.3,51
40.7,92
40.5,8
40.7,17
40.9,21
40.3,24
40.2,22
40.8,2
40.4,11
40,13
40,3
40.6,18
40.9,4
40.9,31
40.1,21
40.5,11
40.2,23
40.9,69
40.8,16
40.6,18
40.7,6
40.7,3
40.6,15
40.3,10
40.5,9
40,10
40.7,21
40.1,12
40,9
40.9,10
40.9,71
40.4,36
40.3,4
40.9,9
40.2,12
40.3,7
40.8,24
40.8,5
40.3,17
40.8,3
40.8,8
40.2,20
40.3,4
40.8,9
40,8
40.5,7
40.2,13
40.7,5
40.5,6
40.2,5
40.7,12
40.8,15
40.7,9
40.2,7
40.9,48
40.2,9
40.4,27
40.4,41
40.3,38
40,12
40.1,46
40.5,47
40.2,26
40.7,9
40.6,11
40.2,19
40.5,4
40.9,14
40.9,8
40.9,10
40.9,12
40.3,20
40.8,12
40.7,9
40.1,29
40.8,36
40.4,121
40.3,27
40,3
40,74
40.2,18
40.4,11
40.9,49
40.1,18
40.5,17
40.8,17
40.1,89
40,9
40.8,18
40.4,12
40.4,14
40.9,32
40.3,4
40.8,6
40,4
40.6,171
40.3,28
40.1,10
40.4,12
40.5,15
40.3,3
40.5,361
40.2,11
40.1,6
40.5,25
40.6,24
40.5,15
40,3
40,15
40.5,123
40.4,25
40.8,13
40.2,50
40.6,27
40.7,49
40.6,17
40.7,12
40.7,5
40.1,8
40.8,18
40.9,14
40.4,39
40.7,16
40.3,525
40.3,74
40,4
40.4,19
40.1,8
40.2,4
40.2,11
40.3,8
40.9,8
40.3,19
40,11
40.6,12
40.1,40
40.8,120
40.7,126
40.7,18
40.2,29
40.5,167
40.7,11
40.2,3
40.1,12
40.5,5
40.9,7
40.8,5
40,80
40.4,17
40.8,12
40.7,9
40.5,21
40.1,12
40.3,3
40.9,8
40.6,8
40,35
40.7,11
40.7,5
40.8,7
40.7,12
40.4,7
40,4
40.5,20
40.2,37
40.3,6
40.5,10
40.3,17
40.5,7
40.2,11
40,7
40.9,20
40.1,11
40,16
40.1,5
40.3,9
40.6,10
40,10
40.4,14
40.2,11
40.2,15
40.7,7
40.4,54
40,199
40.7,5
40.6,11
40.2,5
40.4,33
40.2,4
40.6,40
40.7,6
40.2,11
40.6,8
40.7,11
40.3,3
40.4,7
40.5,25
40.5,345
40.3,8
40.4,13
40.4,16
40.1,17
40.9,9
40,2
40.9,15
40.8,31
40.6,46
40.9,16
40,8
40.8,41
40.5,29
40.8,53
40.3,4
40.6,10
40.2,73
40.3,5
40.8,8
40.1,9
40.3,3
40.4,21
40.7,11
40.3,5
40,9
40.2,11
40.3,43
40,14
40.1,191
40.2,7
40.8,14
40.3,24
40.1,9
40.8,3
40,4
40.3,16
40.3,5
40.4,10
40.7,9
40.6,10
40,20
40.5,14
40.4,26
40.5,27
40.5,7
40.4,57
40.9,18
40.3,4
40.8,15
40.2,103
40,51
40.3,9
40.9,8
40.4,9
40,10
40.6,16
40.4,6
40.7,15
40.9,267
40.3,9
40.8,2
40.2,8
40.5,24
40.2,5
40,5
40.9,51
40.7,46
40.9,10
40.5,88
40.4,9
40.8,11
40.7,7
40.5,25
40.7,5
40.4,11
40,4
40.2,5
40,6
40.8,11
40.1,8
40.7,4
40.8,40
40.5,10
40,15
40.5,17
40,49
40.9,36
40.3,15
40.2,65
40.4,205
40.7,8
40.5,8
40.2,5
40,287
40.4,11
40.3,307
40.9,15
40.2,58
40.2,226
40.3,16
40,31
40.3,12
40.3,7
40.8,23
40.6,6
40.6,4
40.7,5
40,17
40.7,15
40.9,18
40.7,12
40.2,3
40.7,17
40.7,6
40.6,10
40.7,25
40.5,14
40.7,6
40.6,19
40,28
40.1,7
40.3,154
40.5,5
40.3,11
40.7,6
40.7,6
40.3,16
40.2,9
40.6,8
40.9,10
40,2
40,3
40.7,36
40.2,5
40.8,7
40.3,8
40.7,5
40.8,212
40.3,7
40.3,7
40.1,7
40.9,16
40.8,6
40.7,6
40.8,37
40.3,16
40.8,13
40,9
40.5,59
40.4,9
40.7,6
40.9,41
40,187
40.5,13
40.2,10
40.5,19
40.1,15
40.2,5
40.5,9
40,14
40.1,9
40,3
40,7
40.8,9
40.3,20
40.1,18
40.2,20
40.2,27
40.3,8
40.1,86
40.3,11
40.7,5
40.7,24
40.2,11
40.3,3
40.1,24
40.4,63
40.6,14
40.8,8
40.7,8
40.1,6
40.3,5
40.7,24
40.1,11
40.6,13
40.5,63
40.4,42
40.7,5
40,37
40.2,12
40.3,36
40.3,15
40.7,19
40.9,5
40.3,12
40.3,11
40.5,22
40.1,51
40.7,4
40.7,8
40.7,10
40.2,24
40.7,76
40.7,15
40.3,36
40.8,18
40.7,24
40.6,16
40.8,22
40.1,9
40.8,26
40,9
40.2,11
40.8,21
40.1,61
40.7,10
40.5,9
40,13
40.7,9
40,18
40.4,7
40,10
40,4
40.2,3
40.5,36
40.3,12
40,12
40,12
40.8,17
40.8,38
40.2,13
40.3,7
40,2
40.1,10
40.5,26
40.7,15
40.5,50
40.2,3
40,85
40.3,28
40,6
40.6,9
40.2,17
40.3,11
40.3,7
40.3,26
40.4,190
40.9,25
40.8,13
40.8,5
40.4,15
40.8,10
40.3,5
40,4
40,14
40.4,20
40.8,4
40.3,260
40.3,85
40.8,155
40.3,422
40.8,24
40,25
40.9,5
40.5,46
40.2,4
40,17
40.8,91
40.3,4
40.2,10
40.2,12
40.3,12
40.1,9
40.8,15
40.8,9
40,35
40.3,12
40,3
40.4,10
40.5,42
40.3,7
40.6,8
40.8,9
40.1,8
40,9
40.9,17
40.4,27
40.4,16
40.7,5
40,3
40.8,12
40.4,10
40.3,13
40.2,19
40.1,19
40.9,8
40.2,13
40.7,7
40.5,41
40.3,5
40.5,25
40.3,66
40,230
40.2,44
40.3,18
40.3,9
40.5,8
40.1,7
40.3,5
40.4,7
40.6,38
40,3
40,13
40.3,11
40.8,527
40.1,41
40.3,5
40.5,8
40.3,12
40,7
40.5,30
40.5,29
40.7,19
40.1,7
40.9,20
40.9,41
40.8,25
40.8,98
40.9,41
40.4,7
40.5,9
40.7,23
40,33
40.7,7
40.9,21
40.6,18
40.9,92
40.3,109
40,95
40.7,80
40.1,9
40.8,12
40.3,16
40.9,21
40.5,76
40.3,391
40.3,6
40.7,14
40.5,18
40.2,17
40.3,106
40.3,8
40,2
40.7,5
40.9,6
40.3,16
40.5,11
40.3,6
40.6,51
40.9,10
40.8,17
40.3,3
40.9,94
40.2,5
40.8,20
40.5,78
40.8,96
40.7,38
40.3,9
40.3,3
40.5,93
40.4,10
40.8,6
40.9,22
40.5,7
40.7,17
40.5,8
40,6
40.3,4
40.7,19
40.6,6
40,12
40,8
40.5,7
40,7
40.3,8
40.7,15
40.4,9
40.2,15
40.4,10
40.4,15
40.4,8
40.5,16
40.1,124
40.8,20
40.5,25
40.3,3
40.6,16
40.1,22
40.2,52
40.2,15
40.7,17
40.9,26
40.2,10
40,6
40.6,66
40.2,8
40,22
40,22
40.3,5
40.7,13
40.1,62
40.9,33
40.7,8
40.1,6
40.3,5
40.6,72
40.5,54
40.3,13
40,6
40.1,12
40.8,7
40.5,45
40,18
40.8,5
40.2,11
40.4,25
40.7,20
40.5,69
40.9,7
40.2,34
40.4,7
40.8,8
40.7,7
40.6,31
40,7
40.4,16
40,26
40.7,20
40.3,64
40.2,6
40.1,19
40.5,16
40.8,10
40.8,3
40.1,8
40,12
40.1,10
40.7,5
40.2,70
40.6,32
40.9,21
40.5,11
40.4,9
40.5,8
40.7,10
40.3,10
40.7,20
40.4,14
40.9,66
40.5,4
40.2,16
40.6,6
40,8
40,199
40.7,6
40.7,12
40.6,9
40.4,11
40.5,13
40.2,181
40.8,28
40.3,32
40.1,18
40.1,13
40.6,14
40.7,22
40.4,9
40.4,26
40.5,7
40,23
40.5,6
40.9,6
40.8,14
40,53
40.6,12
40,4
40.8,53
40.3,4
40,121
40.4,25
40,101
40,10
40.7,13
40.9,16
40.1,86
40.4,11
40.6,18
40.3,7
40.8,17
40,12
40.1,66
40.5,4
40.7,9
40.3,18
40.1,5
40.8,13
40.2,32
40.8,79
40.2,11
40.9,11
40.4,14
40.5,11
40,14
40.7,56
40.1,21
40.6,12
40.6,12
40.3,7
40.8,11
40.4,6
40.6,54
40,10
40.7,15
40.5,11
40.3,12
40.5,76
40,66
40,21
40.1,7
40.6,17
40.7,12
40.3,10
40.1,6
40.3,13
40.3,9
40.7,43
40.1,24
40.7,16
40,26
40.8,5
40,8
40.3,7
40.9,65
40.6,10
40.4,16
40.3,3
40.4,7
40.6,9
40.7,82
40.2,9
40.4,29
40.5,6
40.4,11
40.6,37
40.7,9
40.9,48
40,16
40.6,13
40.6,40
40.3,8
40.8,18
40.3,27
40.1,6
40.7,6
40.8,22
40.1,46
40.8,79
40.8,8
40.7,40
40.8,21
40,17
40.2,24
40.2,12
40.5,43
40.7,17
40.2,104
40.5,14
40,2
40.8,7
40.8,8
40.5,5
40,28
40.9,179
40.9,17
40.2,28
40.3,4
40.5,6
40,27
40.9,16
40.9,182
40.1,26
40.8,11
40.2,20
40.3,4
40.8,116
40.7,15
40.5,7
40.4,8
40.7,19
40.1,12
40.6,20
40.5,7
40.7,13
40.9,54
40.1,165
40.9,7
40.2,8
40.3,40
40.3,17
40.7,5
40.5,7
40.4,9
40.9,7
40.5,19
40.8,3
40.3,12
40.7,34
40,27
40.9,14
40.1,10
40.3,123
40.3,201
40.8,15
40.3,4
40.6,48
40.8,13
40.4,6
40.2,4
40.5,5
40.8,12
40.5,21
40.7,12
40.6,17
40.8,40
40,6
40.3,3
40,8
40.3,23
40.4,21
40.9,7
40.7,16
40.4,7
40.8,5
40.7,11
40.9,11
40.3,12
40.1,9
40.7,18
40.1,25
40.4,5
40,5
40.3,12
40.1,23
40,34
40.3,7
40.1,18
40.4,11
40.8,7
40.4,8
40.2,17
40.8,13
40.4,7
40,2
40.4,13
40.4,9
40.2,3
40.7,6
40.3,4
40,6
40.8,41
40.6,9
40.4,15
40.5,37
40.4,39
40.9,40
40,22
40.1,6
40.2,10
40,14
40.6,65
40,17
40.4,8
40.3,94
40,70
40.3,4
40.7,8
40.7,33
40.2,9
40.8,51
40.7,7
40.8,8
40.2,19
40.3,16
40.5,136
40.9,20
40.4,10
40.5,26
40.6,18
40.7,25
40.3,4
40.8,6
40.6,11
40,26
40.8,36
40.7,5
40.2,3
40.4,16
40.2,20
40.4,23
40.8,10
40.2,29
40.7,15
40.8,7
40.1,7
40.8,11
40.1,11
40.1,4
40,33
40.3,7
40.6,12
40.3,13
40.1,14
40.4,32
40.5,11
40.9,10
40.3,27
40.6,7
40.5,8
40.1,10
40.8,18
40.8,117
40.4,46
40.2,10
40.7,30
40.4,41
40.2,15
40.9,52
40,26
40.4,45
40,3
40.6,134
40.5,38
40.3,4
40.3,3
40.8,2
40.6,11
40.8,46
40.2,213
40.2,12
40.9,8
40.4,7
40,111
40.2,45
40.2,76
40.5,367
40.6,10
40.2,36
40.6,13
40.3,11
40.7,125
40.9,21
40,10
40.6,7
40.3,3
40.7,20
40.2,153
40.7,11
40,23
40.1,17
40.6,32
40.8,15
40.9,9
40.8,11
40.1,11
40.5,16
40,77
40.8,13
40.3,5
40.2,15
40.8,33
40.7,6
40.5,3
40.1,7
40.3,8
40.2,25
40.4,20
40.3,5
40.7,6
40.3,4
40.5,13
40.7,5
40.7,5
40.7,6
40.2,14
40.4,7
40.3,12
40,4
40.9,11
40.2,30
40.8,4
40.4,49
40.2,26
40.6,10
40.5,10
40.1,53
40.2,25
40,17
40,7
40.2,21
40.6,45
40.3,10
40.6,14
40.3,19
40.1,5
40.4,33
40.2,12
40,17
40.8,20
40.2,24
40.1,79
40,133
40.7,8
40.2,4
40.2,4
40.5,37
40.1,4
40.6,17
40.3,24
40.9,9
40.8,8
40.4,13
40,22
40.5,28
40.1,138
40.9,44
40.8,11
40.6,7
40.7,24
40.3,4
40.9,7
40.4,16
40.8,3
40,10
40.7,11
40.3,7
40.5,19
40.1,4
40.3,41
40.3,9
40.1,8
40,17
40.1,23
40.2,18
40.9,7
40,8
40.3,4
40.8,10
40.6,3
40.8,97
40.7,14
40.5,9
40.4,8
40.1,6
40.9,10
40.8,38
40.2,34
40.9,6
40,2
40,295
40.3,18
40.5,7
40.1,114
40.5,7
40.1,32
40,8
40.8,2
40.9,9
40.1,49
40.2,15
40.5,17
40.3,13
40.3,15
40.5,55
40.3,28
40.8,70
40.3,22
40.3,21
40.5,9
40.8,5
40.7,7
40.5,31
40.8,45
40.7,8
40,29
40.6,11
40.4,92
40.2,45
40.4,21
40.6,12
40,11
40.5,14
40.9,45
40.7,23
40.9,12
40.3,25
40,3
40.9,10
40.2,35
40.2,41
40.8,39
40.3,6
40.1,26
40.3,7
40.9,13
40.5,51
40.5,10
40.2,35
40.9,29
40.3,19
40.1,16
40.5,7
40.9,20
40.7,14
40,4
40.2,53
40.3,10
40.8,10
40.2,4
40.3,32
40.5,19
40.8,12
40.3,9
40.1,75
40.3,11
40,2
40.1,8
40.8,12
40.3,13
40.2,17
40.6,24
40.3,4
40.8,3
40.5,9
40.6,532
40.3,19
40,8
40.8,122
40.2,155
40.2,20
40.9,8
40,20
40.5,7
40.8,11
40.5,5
40.1,9
40.5,7
40.6,48
40,16
40.8,79
40,8
40.5,93
40.2,4
40.1,5
40.3,3
40.4,62
40.8,12
40.2,10
40.7,6
40.4,14
40.3,3
40,35
40.2,7
40.1,15
40.6,127
40.3,3
40.3,4
40.9,10
40.4,148
40.6,31
40,18
40.3,429
40.2,8
40.8,110
40.9,18
40.9,19
40.3,6
40.8,9
40.3,22
40.9,9
40.3,29
40.3,22
40.1,8
40.6,15
40.4,19
40.3,39
40,9
40.7,4
40.1,35
40.6,13
40.3,17
40.2,24
40.6,32
40,6
40.8,12
40.7,5
40.4,6
40.3,78
40.2,91
40.2,20
40.8,14
40.9,93
40.1,14
40.3,10
40.3,24
40.3,299
40.4,9
40.4,28
40.3,4
40.8,9
40.1,145
40.6,10
40.7,7
40,10
40.5,7
40.9,10
40.2,99
40.4,7
40.1,120
40.4,8
40.4,78
40,69
40.8,16
40.1,9
40.8,26
40.4,20
40.3,28
40,21
40.9,189
40.9,195
40.4,7
40.3,29
40.4,7
40.3,52
40.9,11
40.1,12
40.8,8
40.2,18
40.8,45
40.6,17
40.8,11
40.4,8
40.1,29
40.3,4
40.1,4
40.2,10
40.4,41
40.6,9
40.7,11
40.8,12
40.6,17
40,15
40.3,302
40.3,6
40,3
40.6,28
40.8,48
40.9,17
40.6,15
40.4,11
40.6,8
40.1,520
40,11
40.3,42
40.2,9
40.3,60
40.6,9
40.7,8
40,63
40.5,22
40.4,8
40.1,12
40,30
40,357
40,6
40.4,8
40.8,8
40,3
40.5,22
40.8,10
40.2,6
40.4,8
40.5,10
40.8,27
40.3,80
40.3,19
40,41
40.3,3
40.7,7
40,3
40.3,5
40.7,10
40.1,19
40.5,7
40.6,26
40.4,25
40.7,7
40.4,13
40.6,6
40.2,12
40.7,52
40.3,7
40.3,13
40.1,67
40,2
40.1,97
40,118
40.9,7
40.9,16
40.8,9
40.5,7
40.7,5
40.9,17
40.2,4
40.7,36
40.3,20
40,10
40.3,17
40.9,121
40.9,11
40.6,13
40.5,10
40.4,18
40.6,16
40.1,17
40.8,8
40.7,4
40,7
40.2,64
40.5,10
40.6,15
40,13
40.5,15
40.7,43
40,9
40,15
40.5,11
40.7,6
40.2,22
40,3
40.7,15
40.2,14
40.3,36
40.3,6
40.7,5
40.7,34
40,7
40.7,20
40.5,12
40.5,7
40.7,17
40.7,14
40.1,59
40.8,9
40.3,3
40.5,254
40.1,14
40.5,11
40,2
40.8,10
40.4,371
40.7,14
40.7,34
40,4
40.3,11
40.2,9
40.7,17
40.9,9
40.7,8
40.9,210
40.3,6
40.8,7
40.2,137
40.8,8
40,5
40.7,18
40.2,3
40.3,22
40.9,8
40,54
40.6,12
40.4,10
40.2,3
40,9
40.5,14
40.2,8
40.1,12
40.7,508
40.3,3
40.3,5
40.9,17
40.4,44
40.9,12
40.6,12
40.3,34
40.3,15
40.3,11
40.7,5
40.2,120
40.2,168
40.8,14
40.9,13
40,6
40.8,8
40.8,12
40.8,21
40.1,12
40.7,17
40.9,20
40.9,7
40.9,78
40,51
40.7,6
40,13
40.9,20
40.3,5
40.3,236
40.4,15
40.4,12
40.7,11
40.3,5
40.3,65
40.7,15
40.6,5
40.8,214
40.2,10
40.7,7
40.1,11
40,142
40.6,57
40.8,5
40.3,4
40.9,6
40.8,10
40.5,4
40.8,10
40.4,36
40.2,103
40.1,47
40.8,26
40.5,112
40.3,7
40.4,79
40.3,12
40.3,20
40.2,14
40.7,8
40.4,11
40.6,41
40,40
40,17
40.8,11
40.5,7
40.3,78
40.5,12
40.3,4
40.2,9
40.9,140
40.6,19
40.5,11
40.7,3
40.7,16
40,40
40.3,81
40.8,11
40.2,3
40.3,13
40.3,5
40.8,8
40.2,7
40.9,12
40,9
40.6,10
40.3,4
40.7,10
40.5,6
40.2,15
40.1,28
40.9,8
40,8
40.2,37
40.4,11
40.7,26
40.4,12
40,8
40.5,7
40.1,11
40.8,8
40.5,9
40.6,41
40.4,7
40.2,7
40.6,9
40.1,33
40.3,287
40.7,9
40.8,25
40.4,26
40.3,62
40.3,7
40.7,10
40.7,8
40.2,135
40.8,7
40,234
40.2,7
40.3,15
40.7,10
40,16
40.3,31
40.3,35
40.7,9
40.6,201
40.2,25
40.5,25
40.8,15
40.1,16
40.4,42
40.2,4
40,19
40.3,35
40.7,25
40.3,18
40.6,360
40.1,16
40.1,10
40.6,11
40.7,29
